Linha,Coluna,Temperatura_C
0,0,23.05
0,1,23.62
0,2,23.62
0,3,23.76
0,4,23.11
0,5,23.28
0,6,23.33
0,7,23.26
0,8,23.04
0,9,23.17
0,10,23.11
0,11,22.94
0,12,23.07
0,13,23.00
0,14,22.75
0,15,23.30
0,16,22.87
0,17,23.95
0,18,24.01
0,19,24.30
0,20,24.63
0,21,25.48
0,22,25.50
0,23,26.72
0,24,26.25
0,25,27.18
0,26,27.39
0,27,27.59
0,28,27.65
0,29,27.06
0,30,26.33
0,31,23.54
1,0,23.60
1,1,23.86
1,2,23.85
1,3,23.28
1,4,23.32
1,5,23.02
1,6,22.81
1,7,22.89
1,8,22.88
1,9,22.87
1,10,22.84
1,11,23.12
1,12,23.05
1,13,23.24
1,14,22.79
1,15,23.05
1,16,22.69
1,17,23.75
1,18,23.88
1,19,24.24
1,20,24.27
1,21,24.68
1,22,25.46
1,23,25.94
1,24,26.32
1,25,26.55
1,26,27.10
1,27,26.96
1,28,26.77
1,29,27.58
1,30,27.17
1,31,23.34
2,0,23.41
2,1,23.25
2,2,23.30
2,3,23.34
2,4,22.79
2,5,23.59
2,6,23.23
2,7,23.12
2,8,23.24
2,9,23.01
2,10,23.16
2,11,23.12
2,12,23.41
2,13,23.15
2,14,23.21
2,15,23.19
2,16,22.92
2,17,23.40
2,18,23.58
2,19,24.22
2,20,24.12
2,21,24.36
2,22,24.63
2,23,26.13
2,24,26.21
2,25,26.72
2,26,27.11
2,27,27.11
2,28,27.01
2,29,28.24
2,30,27.92
2,31,23.70
3,0,23.55
3,1,23.41
3,2,22.79
3,3,23.10
3,4,23.05
3,5,23.31
3,6,22.95
3,7,23.12
3,8,23.09
3,9,22.94
3,10,22.91
3,11,23.41
3,12,23.13
3,13,23.08
3,14,22.92
3,15,22.86
3,16,22.72
3,17,23.13
3,18,23.71
3,19,24.32
3,20,24.42
3,21,24.13
3,22,24.70
3,23,25.61
3,24,26.18
3,25,26.57
3,26,26.77
3,27,26.91
3,28,27.39
3,29,27.56
3,30,27.59
3,31,23.91
4,0,23.66
4,1,23.65
4,2,23.38
4,3,23.40
4,4,22.98
4,5,23.04
4,6,23.27
4,7,23.26
4,8,23.25
4,9,22.97
4,10,22.99
4,11,23.10
4,12,22.77
4,13,23.41
4,14,23.16
4,15,22.82
4,16,22.95
4,17,23.14
4,18,23.36
4,19,24.17
4,20,24.13
4,21,24.01
4,22,23.83
4,23,24.97
4,24,25.52
4,25,26.31
4,26,26.69
4,27,26.98
4,28,26.80
4,29,27.86
4,30,27.26
4,31,23.73
5,0,23.76
5,1,23.19
5,2,23.33
5,3,23.23
5,4,23.18
5,5,23.08
5,6,22.97
5,7,23.19
5,8,23.19
5,9,22.83
5,10,23.09
5,11,22.87
5,12,23.08
5,13,23.33
5,14,23.05
5,15,22.93
5,16,22.94
5,17,23.04
5,18,23.11
5,19,23.63
5,20,23.84
5,21,23.86
5,22,24.08
5,23,24.42
5,24,25.21
5,25,26.48
5,26,26.60
5,27,27.13
5,28,27.00
5,29,27.12
5,30,27.54
5,31,23.81
6,0,23.95
6,1,23.44
6,2,23.01
6,3,23.39
6,4,23.07
6,5,23.20
6,6,23.01
6,7,23.84
6,8,23.67
6,9,23.10
6,10,23.09
6,11,23.31
6,12,23.02
6,13,23.04
6,14,23.12
6,15,23.30
6,16,22.94
6,17,23.03
6,18,22.98
6,19,23.53
6,20,23.57
6,21,23.64
6,22,23.46
6,23,23.98
6,24,24.69
6,25,26.13
6,26,26.06
6,27,26.96
6,28,26.96
6,29,27.15
6,30,27.68
6,31,23.60
7,0,23.59
7,1,23.46
7,2,23.31
7,3,23.20
7,4,23.00
7,5,23.31
7,6,23.29
7,7,23.47
7,8,23.38
7,9,23.07
7,10,23.02
7,11,22.94
7,12,23.11
7,13,23.01
7,14,23.09
7,15,22.94
7,16,23.02
7,17,22.75
7,18,22.89
7,19,23.02
7,20,23.26
7,21,23.45
7,22,23.49
7,23,23.47
7,24,24.14
7,25,26.24
7,26,26.24
7,27,26.71
7,28,26.89
7,29,27.37
7,30,27.38
7,31,23.29
8,0,23.69
8,1,23.65
8,2,22.80
8,3,23.13
8,4,22.98
8,5,23.11
8,6,22.99
8,7,23.31
8,8,23.00
8,9,23.07
8,10,22.95
8,11,23.29
8,12,22.94
8,13,23.30
8,14,23.24
8,15,23.07
8,16,23.18
8,17,23.04
8,18,22.93
8,19,23.01
8,20,22.88
8,21,22.97
8,22,23.37
8,23,23.30
8,24,23.74
8,25,25.56
8,26,25.87
8,27,26.54
8,28,26.44
8,29,26.86
8,30,27.39
8,31,23.49
9,0,23.30
9,1,23.44
9,2,23.37
9,3,23.11
9,4,23.07
9,5,22.90
9,6,22.93
9,7,22.88
9,8,23.11
9,9,22.99
9,10,22.99
9,11,22.95
9,12,22.97
9,13,23.11
9,14,23.11
9,15,22.95
9,16,23.13
9,17,23.06
9,18,22.91
9,19,23.09
9,20,23.05
9,21,23.14
9,22,23.24
9,23,23.40
9,24,23.50
9,25,25.27
9,26,25.91
9,27,26.49
9,28,26.52
9,29,26.92
9,30,27.15
9,31,23.18
10,0,23.18
10,1,23.56
10,2,23.00
10,3,23.13
10,4,22.71
10,5,22.87
10,6,23.19
10,7,23.18
10,8,23.23
10,9,23.13
10,10,22.92
10,11,23.13
10,12,23.07
10,13,23.06
10,14,23.07
10,15,22.81
10,16,22.94
10,17,22.80
10,18,22.84
10,19,23.09
10,20,23.06
10,21,23.12
10,22,23.06
10,23,23.25
10,24,23.41
10,25,24.57
10,26,24.88
10,27,25.30
10,28,25.40
10,29,25.85
10,30,25.44
10,31,23.44
11,0,23.26
11,1,23.32
11,2,23.38
11,3,23.05
11,4,22.77
11,5,22.90
11,6,23.29
11,7,23.19
11,8,23.18
11,9,22.97
11,10,23.14
11,11,23.09
11,12,23.12
11,13,23.06
11,14,23.15
11,15,23.05
11,16,23.04
11,17,22.85
11,18,22.71
11,19,23.14
11,20,23.17
11,21,23.03
11,22,23.08
11,23,23.44
11,24,23.22
11,25,23.52
11,26,23.90
11,27,23.91
11,28,24.36
11,29,24.32
11,30,24.49
11,31,23.74
12,0,23.73
12,1,23.35
12,2,22.78
12,3,23.03
12,4,22.77
12,5,22.86
12,6,23.04
12,7,23.05
12,8,22.91
12,9,23.22
12,10,23.06
12,11,23.18
12,12,23.05
12,13,22.98
12,14,22.97
12,15,23.16
12,16,23.01
12,17,22.70
12,18,22.84
12,19,22.84
12,20,22.92
12,21,22.98
12,22,22.99
12,23,23.22
12,24,23.39
12,25,23.33
12,26,23.42
12,27,23.67
12,28,23.46
