Linha,Coluna,Temperatura_C
0,0,23.31
0,1,23.43
0,2,23.79
0,3,23.50
0,4,23.01
0,5,22.84
0,6,23.18
0,7,23.24
0,8,23.00
0,9,23.25
0,10,23.05
0,11,23.12
0,12,23.11
0,13,23.17
0,14,23.04
0,15,23.08
0,16,22.89
0,17,22.57
0,18,23.01
0,19,23.83
0,20,23.89
0,21,24.18
0,22,24.32
0,23,25.23
0,24,25.19
0,25,25.74
0,26,26.79
0,27,26.81
0,28,26.47
0,29,26.45
0,30,25.35
0,31,23.79
1,0,24.24
1,1,23.82
1,2,23.44
1,3,23.35
1,4,23.71
1,5,23.33
1,6,23.11
1,7,23.40
1,8,22.97
1,9,23.19
1,10,23.03
1,11,23.26
1,12,23.33
1,13,23.25
1,14,23.06
1,15,22.93
1,16,22.84
1,17,23.14
1,18,23.28
1,19,24.01
1,20,24.19
1,21,24.21
1,22,23.88
1,23,24.75
1,24,25.43
1,25,26.27
1,26,26.00
1,27,26.53
1,28,26.72
1,29,26.97
1,30,27.10
1,31,24.50
2,0,23.80
2,1,23.36
2,2,23.54
2,3,23.36
2,4,23.08
2,5,23.00
2,6,23.04
2,7,23.17
2,8,23.01
2,9,22.91
2,10,23.04
2,11,22.99
2,12,23.15
2,13,23.12
2,14,23.40
2,15,23.27
2,16,22.99
2,17,22.92
2,18,22.97
2,19,23.87
2,20,24.10
2,21,24.02
2,22,24.15
2,23,24.48
2,24,24.50
2,25,25.83
2,26,26.05
2,27,26.51
2,28,26.40
2,29,26.49
2,30,27.11
2,31,24.49
3,0,24.10
3,1,23.65
3,2,23.20
3,3,23.23
3,4,23.33
3,5,23.39
3,6,23.29
3,7,23.39
3,8,23.35
3,9,23.76
3,10,22.90
3,11,23.25
3,12,22.87
3,13,23.36
3,14,22.88
3,15,23.24
3,16,23.00
3,17,22.75
3,18,22.77
3,19,23.71
3,20,23.94
3,21,23.77
3,22,23.86
3,23,24.10
3,24,24.50
3,25,25.82
3,26,26.32
3,27,26.62
3,28,26.79
3,29,26.76
3,30,26.79
3,31,26.93
4,0,26.19
4,1,24.03
4,2,23.40
4,3,23.08
4,4,23.20
4,5,22.84
4,6,23.30
4,7,23.50
4,8,23.55
4,9,23.15
4,10,23.37
4,11,23.13
4,12,22.99
4,13,23.02
4,14,22.97
4,15,23.15
4,16,23.06
4,17,22.75
4,18,22.86
4,19,23.69
4,20,23.52
4,21,23.64
4,22,23.81
4,23,23.88
4,24,23.91
4,25,25.31
4,26,25.81
4,27,26.39
4,28,26.34
4,29,26.91
4,30,26.83
4,31,27.55
5,0,27.57
5,1,24.17
5,2,23.51
5,3,23.17
5,4,23.12
5,5,23.23
5,6,22.87
5,7,23.17
5,8,23.37
5,9,23.42
5,10,23.13
5,11,23.19
5,12,22.99
5,13,23.13
5,14,23.06
5,15,23.23
5,16,23.14
5,17,23.05
5,18,22.82
5,19,23.23
5,20,23.35
5,21,23.36
5,22,23.48
5,23,23.81
5,24,23.76
5,25,25.08
5,26,25.73
5,27,26.23
5,28,26.40
5,29,26.68
5,30,26.58
5,31,27.38
6,0,27.05
6,1,24.63
6,2,23.55
6,3,23.18
6,4,22.97
6,5,22.96
6,6,22.99
6,7,23.03
6,8,23.07
6,9,22.92
6,10,23.09
6,11,23.30
6,12,22.89
6,13,23.20
6,14,23.29
6,15,23.08
6,16,23.00
6,17,23.03
6,18,22.87
6,19,23.23
6,20,23.17
6,21,23.15
6,22,23.18
6,23,23.84
6,24,23.50
6,25,24.89
6,26,25.72
6,27,25.95
6,28,26.35
6,29,26.71
6,30,26.74
6,31,27.08
7,0,26.65
7,1,24.17
7,2,23.70
7,3,23.24
7,4,23.15
7,5,23.17
7,6,23.05
7,7,23.07
7,8,22.99
7,9,23.07
7,10,23.02
7,11,22.91
7,12,23.08
7,13,23.25
7,14,23.15
7,15,23.08
7,16,23.17
7,17,22.91
7,18,22.97
7,19,23.20
7,20,23.06
7,21,23.37
7,22,23.32
7,23,23.55
7,24,23.43
7,25,24.88
7,26,25.39
7,27,26.10
7,28,26.29
7,29,26.60
7,30,26.28
7,31,26.20
8,0,25.08
8,1,23.48
8,2,23.30
8,3,22.91
8,4,23.09
8,5,22.85
8,6,23.05
8,7,23.02
8,8,23.10
8,9,23.07
8,10,23.20
8,11,23.25
8,12,22.88
8,13,23.07
8,14,23.35
8,15,23.20
8,16,23.12
8,17,22.81
8,18,22.79
8,19,22.99
8,20,22.85
8,21,23.20
8,22,23.18
8,23,23.26
8,24,23.36
8,25,24.48
8,26,25.39
8,27,26.08
8,28,25.97
8,29,26.11
8,30,26.62
8,31,25.09
9,0,23.93
9,1,23.39
9,2,23.18
9,3,23.11
9,4,23.07
9,5,22.96
9,6,22.99
9,7,22.88
9,8,23.11
9,9,23.16
9,10,22.68
9,11,23.07
9,12,23.00
9,13,23.31
9,14,23.22
9,15,22.97
9,16,23.06
9,17,23.17
9,18,22.86
9,19,22.96
9,20,23.01
9,21,23.45
9,22,23.05
9,23,23.55
9,24,23.45
9,25,23.94
9,26,24.82
9,27,25.48
9,28,25.79
9,29,26.46
9,30,26.38
9,31,23.68
10,0,23.33
10,1,23.10
10,2,22.93
10,3,23.02
10,4,22.81
10,5,23.16
10,6,23.02
10,7,23.18
10,8,22.92
10,9,23.20
10,10,23.05
10,11,23.16
10,12,23.26
10,13,22.90
10,14,23.07
10,15,23.18
10,16,23.02
10,17,22.92
10,18,22.95
10,19,22.95
10,20,22.83
10,21,22.93
10,22,23.06
10,23,23.29
10,24,23.23
10,25,23.27
10,26,23.54
10,27,23.91
10,28,23.85
10,29,24.48
10,30,25.29
10,31,23.92
11,0,23.41
11,1,23.11
11,2,23.18
11,3,23.03
11,4,23.12
11,5,22.95
11,6,23.12
11,7,22.97
11,8,22.97
11,9,23.22
11,10,23.09
11,11,23.19
11,12,23.14
11,13,23.16
11,14,23.16
11,15,23.06
11,16,22.88
11,17,22.96
11,18,23.09
11,19,22.90
11,20,23.22
11,21,23.12
11,22,23.18
11,23,23.15
11,24,23.37
11,25,23.26
11,26,23.54
11,27,23.70
11,28,23.49
11,29,24.01
11,30,23.88
11,31,23.60
12,0,23.57
12,1,23.28
12,2,22.96
12,3,23.14
12,4,22.97
12,5,23.23
12,6,23.28
12,7,23.15
12,8,22.98
12,9,23.09
12,10,23.01
12,11,23.12
12,12,22.97
12,13,23.09
12,14,23.15
12,15,23.09
12,16,23.10
12,17,22.72
12,18,22.86
12,19,23.07
12,20,22.86
12,21,23.17
12,22,23.08
12,23,23.25
12,24,23.31
12,25,23.44
12,26,23.41
12,27,23.59
12,28,23.52
12,29,23.49
12,30,23.94
12,31,23.79
13,0,23.71
13,1,22.92
13,2,23.00
13,3,23.13
13,4,23.20
13,5,23.08
13,6,23.18
13,7,23.22
13,8,23.05
13,9,23.14
13,10,23.04
13,11,23.10
13,12,23.32
13,13,22.94
13,14,22.93
13,15,22.74
13,16,22.90
13,17,23.02
13,18,22.90
13,19,22.89
13,20,23.14
13,21,22.98
13,22,23.22
13,23,23.02
13,24,23.01
13,25,23.59
13,26,23.30
13,27,23.57
13,28,23.62
13,29,23.71
13,30,24.12
13,31,23.67
14,0,23.35
14,1,23.74
14,2,22.94
14,3,23.21
14,4,23.01
14,5,22.91
14,6,23.22
14,7,23.02
