Linha,Coluna,Temperatura_C
0,0,23.57
0,1,24.06
0,2,23.46
0,3,23.66
0,4,22.83
0,5,23.53
0,6,23.09
0,7,23.07
0,8,22.85
0,9,23.28
0,10,23.08
0,11,23.05
0,12,22.92
0,13,23.12
0,14,22.85
0,15,22.91
0,16,22.84
0,17,24.19
0,18,24.11
0,19,24.41
0,20,24.60
0,21,25.44
0,22,25.59
0,23,26.37
0,24,26.34
0,25,27.25
0,26,26.78
0,27,27.65
0,28,27.50
0,29,27.85
0,30,26.56
0,31,23.18
1,0,23.59
1,1,23.70
1,2,23.91
1,3,23.35
1,4,23.23
1,5,23.10
1,6,23.05
1,7,22.70
1,8,22.85
1,9,22.97
1,10,23.08
1,11,23.22
1,12,23.17
1,13,23.10
1,14,23.28
1,15,22.92
1,16,22.81
1,17,23.86
1,18,24.00
1,19,24.34
1,20,24.25
1,21,24.91
1,22,25.70
1,23,26.03
1,24,26.71
1,25,26.78
1,26,27.34
1,27,27.37
1,28,27.20
1,29,27.59
1,30,27.98
1,31,23.81
2,0,23.24
2,1,23.67
2,2,23.36
2,3,23.43
2,4,23.17
2,5,22.99
2,6,23.19
2,7,23.23
2,8,23.09
2,9,23.26
2,10,23.02
2,11,23.25
2,12,23.07
2,13,23.28
2,14,23.21
2,15,22.97
2,16,22.82
2,17,23.53
2,18,23.70
2,19,24.23
2,20,23.99
2,21,24.48
2,22,24.86
2,23,25.85
2,24,26.03
2,25,26.96
2,26,26.89
2,27,27.67
2,28,27.24
2,29,27.91
2,30,27.96
2,31,23.93
3,0,23.80
3,1,23.30
3,2,23.37
3,3,23.33
3,4,23.15
3,5,23.13
3,6,23.33
3,7,22.85
3,8,23.09
3,9,23.29
3,10,23.15
3,11,23.08
3,12,23.15
3,13,22.98
3,14,23.17
3,15,23.09
3,16,22.85
3,17,23.36
3,18,23.62
3,19,24.09
3,20,24.20
3,21,24.36
3,22,24.82
3,23,25.84
3,24,26.15
3,25,26.37
3,26,26.71
3,27,26.99
3,28,27.63
3,29,27.60
3,30,28.21
3,31,23.97
4,0,23.36
4,1,23.57
4,2,22.98
4,3,23.22
4,4,22.94
4,5,23.28
4,6,22.86
4,7,23.27
4,8,23.25
4,9,23.43
4,10,22.89
4,11,23.13
4,12,22.79
4,13,23.13
4,14,23.19
4,15,22.96
4,16,22.98
4,17,23.17
4,18,23.27
4,19,23.88
4,20,24.03
4,21,24.36
4,22,24.06
4,23,24.84
4,24,25.62
4,25,26.28
4,26,26.65
4,27,26.78
4,28,26.88
4,29,27.92
4,30,27.50
4,31,23.42
5,0,23.49
5,1,23.27
5,2,23.58
5,3,23.32
5,4,23.15
5,5,23.32
5,6,23.21
5,7,22.96
5,8,23.33
5,9,23.50
5,10,23.44
5,11,22.90
5,12,23.01
5,13,23.06
5,14,23.19
5,15,22.96
5,16,22.98
5,17,23.07
5,18,23.35
5,19,23.86
5,20,23.87
5,21,23.98
