Linha,Coluna,Temperatura_C
0,0,23.24
0,1,23.34
0,2,23.70
0,3,22.88
0,4,22.74
0,5,23.21
0,6,22.92
0,7,22.84
0,8,23.03
0,9,22.59
0,10,22.80
0,11,22.62
0,12,22.74
0,13,22.80
0,14,22.80
0,15,22.96
0,16,22.78
0,17,23.63
0,18,23.42
0,19,24.11
0,20,24.18
0,21,25.06
0,22,25.23
0,23,26.47
0,24,26.16
0,25,26.82
0,26,27.04
0,27,27.64
0,28,27.52
0,29,26.94
0,30,26.02
0,31,24.34
1,0,23.43
1,1,23.75
1,2,23.16
1,3,22.40
1,4,22.78
1,5,22.94
1,6,23.16
1,7,22.88
1,8,22.59
1,9,22.83
1,10,22.79
1,11,22.65
1,12,22.59
1,13,23.15
1,14,23.07
1,15,23.06
1,16,22.86
1,17,23.42
1,18,23.81
1,19,23.90
1,20,24.22
1,21,24.80
1,22,25.32
1,23,25.82
1,24,26.37
1,25,26.68
1,26,27.08
1,27,27.16
1,28,27.37
1,29,27.15
1,30,27.63
1,31,23.98
2,0,23.90
2,1,23.79
2,2,23.62
2,3,22.94
2,4,22.96
2,5,23.31
2,6,22.94
2,7,22.79
2,8,22.51
2,9,22.92
2,10,23.05
2,11,22.87
2,12,22.68
2,13,23.01
2,14,22.94
2,15,22.92
2,16,22.31
2,17,23.15
2,18,23.79
2,19,24.22
2,20,23.99
2,21,24.17
2,22,24.56
2,23,25.82
2,24,26.05
2,25,26.91
2,26,26.57
2,27,27.23
2,28,26.99
2,29,27.56
2,30,28.04
2,31,24.41
3,0,24.39
3,1,23.58
3,2,23.10
3,3,22.69
3,4,23.08
3,5,23.16
3,6,23.05
3,7,22.78
3,8,22.99
3,9,22.95
3,10,23.03
3,11,22.92
3,12,23.20
3,13,22.92
3,14,22.88
3,15,22.80
3,16,22.78
3,17,23.21
3,18,23.34
3,19,23.71
3,20,24.06
3,21,24.05
3,22,24.00
3,23,25.29
3,24,26.02
3,25,26.89
3,26,26.81
3,27,27.00
3,28,27.20
3,29,27.63
3,30,27.48
3,31,26.29
4,0,25.23
4,1,24.73
4,2,24.24
4,3,23.11
4,4,23.09
4,5,22.98
4,6,23.06
4,7,23.02
4,8,22.98
4,9,22.92
4,10,23.04
4,11,22.80
4,12,22.77
4,13,23.10
4,14,23.16
4,15,22.92
4,16,22.73
4,17,22.95
4,18,23.38
4,19,24.10
4,20,23.94
4,21,23.76
4,22,23.70
4,23,24.63
4,24,25.18
4,25,26.56
4,26,26.68
4,27,27.18
4,28,26.86
4,29,27.52
4,30,27.48
4,31,27.99
5,0,27.64
5,1,26.12
5,2,25.09
5,3,23.75
5,4,23.29
5,5,22.88
5,6,22.88
5,7,22.82
5,8,22.82
5,9,23.10
5,10,22.80
5,11,23.07
5,12,22.77
5,13,23.02
5,14,23.04
5,15,22.91
5,16,22.82
5,17,22.94
5,18,22.92
5,19,23.64
5,20,23.77
5,21,23.48
5,22,23.61
5,23,24.30
5,24,25.25
5,25,26.31
5,26,26.71
5,27,26.57
5,28,26.90
5,29,27.29
5,30,27.74
5,31,29.88
6,0,29.14
6,1,29.17
6,2,29.15
6,3,24.63
6,4,23.74
6,5,23.09
6,6,23.11
6,7,23.56
6,8,23.37
6,9,23.21
6,10,22.97
6,11,22.88
6,12,22.86
6,13,23.08
6,14,22.97
6,15,23.05
6,16,22.68
6,17,22.90
6,18,23.04
6,19,23.60
6,20,23.15
6,21,23.46
6,22,23.28
