Linha,Coluna,Temperatura_C
16,15,23.08
16,16,22.80
16,17,23.06
16,18,23.34
16,19,23.23
16,20,22.79
16,21,22.94
16,22,22.70
16,23,22.71
16,24,23.06
16,25,23.14
16,26,23.44
16,27,23.26
16,28,23.34
16,29,23.55
16,30,23.60
16,31,23.56
17,0,23.80
17,1,23.80
17,2,23.30
17,3,23.12
17,4,23.30
17,5,23.26
17,6,23.26
17,7,23.09
17,8,23.07
17,9,23.02
17,10,23.14
17,11,23.27
17,12,23.27
17,13,23.21
17,14,23.12
17,15,22.98
17,16,23.18
17,17,23.13
17,18,23.08
17,19,23.07
17,20,23.15
17,21,23.08
17,22,23.07
17,23,22.84
17,24,22.88
17,25,23.30
17,26,23.42
17,27,23.36
17,28,23.34
17,29,23.41
17,30,23.98
17,31,23.87
18,0,23.19
18,1,23.84
18,2,23.64
18,3,23.46
18,4,23.41
18,5,23.39
18,6,23.23
18,7,23.37
18,8,23.26
18,9,23.42
18,10,23.30
18,11,23.29
18,12,23.27
18,13,23.63
18,14,23.57
18,15,23.48
18,16,23.04
18,17,23.26
18,18,23.48
18,19,23.42
18,20,23.17
18,21,23.53
18,22,23.58
18,23,23.24
18,24,23.06
18,25,23.11
18,26,23.30
18,27,23.77
18,28,23.20
18,29,23.83
18,30,23.52
18,31,24.06
19,0,23.59
19,1,23.96
19,2,23.38
19,3,23.41
19,4,23.55
19,5,23.61
19,6,23.41
19,7,23.22
19,8,23.38
19,9,23.60
19,10,23.82
19,11,23.74
19,12,23.77
19,13,24.14
19,14,24.11
19,15,23.94
19,16,23.82
19,17,23.44
19,18,23.68
19,19,23.43
19,20,23.29
19,21,23.45
19,22,23.43
19,23,23.20
19,24,22.92
19,25,22.96
19,26,23.20
19,27,22.94
19,28,23.11
19,29,22.73
19,30,23.59
19,31,23.96
20,0,23.51
20,1,23.45
20,2,23.64
20,3,23.98
20,4,23.34
20,5,23.98
20,6,23.98
20,7,24.18
20,8,24.10
20,9,24.64
20,10,24.73
20,11,24.81
20,12,24.42
20,13,24.71
20,14,24.64
20,15,24.51
20,16,24.47
20,17,24.39
20,18,24.16
20,19,23.66
20,20,23.37
20,21,23.42
20,22,23.65
20,23,23.91
20,24,22.96
20,25,23.25
20,26,22.86
20,27,23.39
20,28,23.13
20,29,23.76
20,30,23.33
20,31,24.17
21,0,23.58
21,1,24.04
21,2,23.82
21,3,23.93
21,4,23.80
21,5,24.26
21,6,24.49
21,7,24.43
21,8,24.71
21,9,24.69
21,10,24.70
21,11,24.58
21,12,24.51
21,13,24.44
21,14,24.36
21,15,24.18
21,16,24.26
21,17,24.42
21,18,24.44
21,19,23.69
21,20,23.29
21,21,23.49
21,22,23.61
21,23,23.50
21,24,23.54
21,25,23.51
21,26,23.31
21,27,23.28
21,28,23.52
21,29,23.30
21,30,23.30
21,31,24.26
22,0,23.66
22,1,24.59
22,2,24.24
22,3,24.92
22,4,24.66
22,5,25.45
22,6,25.63
22,7,25.14
22,8,24.93
22,9,24.85
22,10,24.71
22,11,24.61
22,12,23.70
22,13,23.97
22,14,23.83
22,15,23.98
22,16,23.45
22,17,24.00
22,18,24.49
22,19,23.84
22,20,23.57
22,21,23.76
22,22,23.68
22,23,23.64
22,24,23.53
22,25,23.96
22,26,23.97
22,27,23.58
22,28,23.10
22,29,23.85
22,30,23.48
22,31,23.57
23,0,23.82
23,1,24.62
23,2,24.52
23,3,25.10
23,4,25.30
23,5,25.36
23,6,25.07
23,7,24.63
23,8,24.43
23,9,24.09
23,10,24.14
23,11,23.60
23,12,24.01
23,13,23.63
23,14,23.78
23,15,23.35
23,16,23.58
23,17,23.90
23,18,24.28
23,19,23.94
23,20,23.90
23,21,23.61
23,22,23.51
23,23,23.67
23,24,23.64
23,25,23.69
23,26,24.02
23,27,23.46
23,28,23.76
23,29,23.34
23,30,23.45
23,31,34.98
