Linha,Coluna,Temperatura_C
0,0,24.25
0,1,25.08
0,2,24.32
0,3,25.19
0,4,24.62
0,5,24.76
0,6,24.67
0,7,24.77
0,8,24.47
0,9,24.46
0,10,24.69
0,11,24.57
0,12,24.77
0,13,24.32
0,14,24.54
0,15,24.87
0,16,24.66
0,17,24.60
0,18,24.60
0,19,24.88
0,20,24.70
0,21,24.87
0,22,24.83
0,23,24.65
0,24,24.87
0,25,24.77
0,26,24.46
0,27,25.28
0,28,24.65
0,29,24.97
0,30,24.30
0,31,25.31
1,0,26.14
1,1,24.05
1,2,25.75
1,3,24.46
1,4,25.08
1,5,24.28
1,6,24.44
1,7,24.70
1,8,24.69
1,9,24.42
1,10,24.42
1,11,24.80
1,12,24.69
1,13,24.53
1,14,24.77
1,15,24.75
1,16,24.92
1,17,24.53
1,18,24.94
1,19,24.63
1,20,24.69
1,21,24.79
1,22,25.34
1,23,25.08
1,24,24.94
1,25,24.60
1,26,25.15
1,27,25.06
1,28,24.75
1,29,24.94
1,30,25.59
1,31,24.60
2,0,24.57
2,1,26.20
2,2,24.66
2,3,25.95
2,4,24.50
2,5,24.92
2,6,24.49
2,7,24.48
2,8,24.67
2,9,24.69
2,10,24.72
2,11,24.67
2,12,24.80
2,13,24.57
2,14,24.90
2,15,24.81
2,16,24.83
2,17,24.84
2,18,24.75
2,19,25.09
2,20,24.55
2,21,24.99
2,22,25.01
2,23,24.96
2,24,24.71
2,25,24.96
2,26,24.71
2,27,25.02
2,28,24.78
2,29,25.07
2,30,24.61
2,31,25.32
3,0,27.28
3,1,24.55
3,2,26.88
3,3,24.44
3,4,25.49
3,5,24.43
3,6,24.80
3,7,24.59
3,8,24.44
3,9,24.53
3,10,24.88
3,11,24.64
3,12,24.86
3,13,24.73
3,14,24.83
3,15,24.84
3,16,24.94
3,17,24.72
3,18,24.93
3,19,24.88
3,20,24.92
3,21,24.72
3,22,25.19
3,23,24.68
3,24,25.05
3,25,24.85
3,26,25.13
3,27,24.75
3,28,25.06
3,29,24.87
3,30,25.65
3,31,24.72
4,0,24.31
4,1,27.44
4,2,24.43
4,3,26.57
4,4,24.71
4,5,25.18
4,6,24.87
4,7,24.88
4,8,25.00
4,9,24.52
4,10,24.79
4,11,24.85
4,12,24.79
4,13,24.80
4,14,24.95
4,15,24.76
4,16,24.78
4,17,24.84
4,18,25.04
4,19,24.93
4,20,24.75
4,21,24.66
4,22,25.00
4,23,25.26
4,24,24.96
4,25,24.84
4,26,24.85
4,27,25.30
4,28,24.97
4,29,25.15
4,30,24.86
4,31,25.04
5,0,27.59
5,1,24.27
5,2,26.70
5,3,24.20
5,4,25.27
5,5,24.42
5,6,25.03
5,7,24.70
5,8,24.72
5,9,24.90
5,10,24.77
5,11,24.93
5,12,24.77
5,13,24.80
5,14,24.88
5,15,25.14
5,16,24.59
5,17,25.11
5,18,25.04
5,19,25.00
5,20,24.86
5,21,24.92
5,22,25.32
5,23,25.40
5,24,25.18
5,25,24.58
5,26,25.12
5,27,25.13
5,28,25.23
5,29,24.52
5,30,25.32
5,31,25.05
6,0,24.30
6,1,27.25
6,2,24.57
6,3,26.00
6,4,24.44
6,5,25.04
6,6,24.85
6,7,24.81
6,8,24.86
6,9,24.40
6,10,25.16
6,11,25.05
6,12,24.85
6,13,24.86
6,14,25.00
6,15,24.87
6,16,24.89
6,17,24.95
6,18,25.07
6,19,25.17
6,20,25.01
6,21,25.03
6,22,25.05
6,23,24.98
6,24,24.75
6,25,24.94
6,26,24.72
6,27,25.24
6,28,25.04
6,29,25.10
6,30,24.82
6,31,25.75
7,0,27.44
7,1,24.19
7,2,26.08
7,3,24.91
7,4,24.95
7,5,24.84
7,6,24.75
7,7,24.98
7,8,24.84
7,9,24.74
7,10,24.63
7,11,24.98
7,12,24.78
7,13,24.95
7,14,25.16
7,15,24.93
7,16,25.19
7,17,24.92
7,18,24.98
7,19,24.81
7,20,25.21
7,21,25.03
7,22,25.09
7,23,24.91
7,24,25.08
7,25,25.11
7,26,25.42
7,27,25.08
7,28,25.04
7,29,24.94
7,30,25.01
7,31,24.50
8,0,24.54
8,1,26.34
8,2,24.70
8,3,25.13
8,4,24.59
8,5,24.59
8,6,24.96
8,7,25.18
8,8,24.86
8,9,24.67
8,10,25.12
8,11,24.78
8,12,24.89
8,13,24.92
8,14,25.41
8,15,24.92
8,16,24.99
8,17,25.30
8,18,25.17
8,19,25.15
8,20,24.98
8,21,24.90
8,22,24.92
8,23,24.89
8,24,25.11
8,25,25.09
8,26,24.82
8,27,25.32
8,28,24.97
8,29,25.20
8,30,25.26
8,31,25.35
9,0,26.68
9,1,24.47
9,2,25.24
9,3,24.62
9,4,24.96
9,5,24.70
9,6,24.99
9,7,24.70
9,8,24.86
9,9,24.79
9,10,24.95
9,11,24.84
9,12,24.75
9,13,24.87
9,14,25.06
9,15,24.98
9,16,24.88
9,17,24.99
9,18,25.10
9,19,24.87
9,20,24.99
9,21,24.97
9,22,25.31
9,23,24.98
9,24,25.12
9,25,24.98
9,26,25.30
9,27,25.03
9,28,25.00
9,29,24.91
9,30,25.43
9,31,24.83
10,0,24.85
10,1,25.04
10,2,24.82
10,3,24.71
10,4,24.80
10,5,24.76
10,6,24.78
10,7,25.10
10,8,24.86
10,9,24.73
10,10,25.28
10,11,24.85
10,12,25.29
10,13,24.90
10,14,25.02
10,15,24.94
10,16,24.93
10,17,25.06
10,18,25.16
10,19,25.39
10,20,25.07
10,21,25.12
10,22,25.10
10,23,25.13
10,24,25.39
10,25,25.11
10,26,25.00
10,27,25.42
10,28,25.05
10,29,25.11
10,30,25.02
10,31,25.17
11,0,25.50
11,1,24.53
11,2,25.18
11,3,24.84
11,4,25.22
11,5,24.85
11,6,25.17
11,7,25.01
11,8,24.60
11,9,25.00
11,10,25.24
11,11,24.82
11,12,24.92
11,13,24.98
11,14,25.30
11,15,25.05
11,16,25.11
11,17,24.93
11,18,25.23
11,19,25.11
11,20,25.24
11,21,25.14
11,22,25.24
11,23,24.96
11,24,25.30
11,25,24.95
11,26,25.06
11,27,25.19
11,28,25.18
11,29,25.16
11,30,25.27
11,31,25.03
12,0,24.75
12,1,24.80
12,2,25.23
12,3,24.82
12,4,24.97
12,5,24.63
12,6,25.13
12,7,25.01
12,8,25.09
12,9,24.96
12,10,25.02
12,11,24.98
12,12,25.15
