Linha,Coluna,Temperatura_C
0,0,23.26
0,1,24.03
0,2,23.83
0,3,23.27
0,4,22.64
0,5,23.17
0,6,23.38
0,7,23.18
0,8,22.68
0,9,22.97
0,10,23.19
0,11,23.15
0,12,22.76
0,13,23.08
0,14,22.96
0,15,23.00
0,16,22.82
0,17,23.63
0,18,23.95
0,19,24.37
0,20,24.30
0,21,25.12
0,22,25.56
0,23,26.18
0,24,26.16
0,25,27.05
0,26,27.43
0,27,27.25
0,28,27.67
0,29,27.00
0,30,26.54
0,31,23.46
1,0,23.05
1,1,23.68
1,2,24.06
1,3,23.15
1,4,22.86
1,5,22.77
1,6,23.17
1,7,22.96
1,8,23.09
1,9,22.95
1,10,22.91
1,11,22.95
1,12,23.26
1,13,23.08
1,14,22.74
1,15,22.89
1,16,22.78
1,17,23.71
1,18,23.84
1,19,24.19
1,20,24.47
1,21,24.89
1,22,25.25
1,23,25.71
1,24,25.93
1,25,27.08
1,26,27.47
1,27,27.17
1,28,27.53
1,29,27.79
1,30,27.39
1,31,23.77
2,0,23.42
2,1,23.45
2,2,23.16
2,3,23.39
2,4,23.00
2,5,23.09
2,6,23.30
2,7,23.19
2,8,22.94
2,9,23.22
2,10,23.12
2,11,23.33
2,12,23.16
2,13,23.02
2,14,23.30
2,15,22.94
2,16,22.68
2,17,23.26
2,18,23.68
2,19,24.31
2,20,24.09
2,21,24.57
2,22,24.84
2,23,26.07
2,24,26.00
2,25,26.93
2,26,26.87
2,27,26.98
2,28,27.05
2,29,27.87
2,30,27.54
2,31,23.71
3,0,23.76
3,1,23.11
3,2,23.00
3,3,23.31
3,4,23.11
3,5,23.11
3,6,23.15
3,7,23.07
3,8,23.30
3,9,23.02
3,10,22.76
3,11,22.84
3,12,23.11
3,13,23.07
3,14,22.80
3,15,22.96
3,16,22.82
3,17,23.22
3,18,23.47
3,19,23.95
3,20,24.40
3,21,24.34
3,22,24.66
3,23,25.56
3,24,26.11
3,25,26.63
3,26,26.82
3,27,26.96
3,28,27.10
3,29,27.58
3,30,27.79
3,31,24.12
4,0,23.52
4,1,23.86
4,2,23.27
4,3,23.04
4,4,22.92
4,5,23.25
4,6,23.35
4,7,23.23
