Linha,Coluna,Temperatura_C
0,0,23.17
0,1,24.28
0,2,23.65
0,3,22.91
0,4,23.28
0,5,23.29
0,6,23.16
0,7,22.96
0,8,23.01
0,9,22.88
0,10,22.81
0,11,23.05
0,12,22.90
0,13,23.11
0,14,22.83
0,15,23.14
0,16,22.95
0,17,24.05
0,18,23.84
0,19,24.40
0,20,24.19
0,21,25.33
0,22,25.76
0,23,26.12
0,24,26.54
0,25,26.86
0,26,26.72
0,27,26.89
0,28,27.29
0,29,27.45
0,30,26.48
0,31,23.36
1,0,23.45
1,1,24.26
1,2,23.51
1,3,23.28
1,4,23.16
1,5,23.16
1,6,22.96
1,7,23.14
1,8,23.00
1,9,23.10
1,10,23.21
1,11,23.32
1,12,23.27
1,13,23.07
1,14,23.01
1,15,23.25
1,16,22.79
1,17,23.83
1,18,24.11
1,19,24.32
1,20,24.25
1,21,25.06
1,22,25.44
1,23,26.06
1,24,26.32
1,25,26.87
1,26,27.11
1,27,27.50
1,28,27.17
1,29,27.64
1,30,27.57
1,31,23.63
2,0,23.44
2,1,23.27
2,2,23.47
2,3,23.19
2,4,23.07
2,5,23.16
2,6,22.92
2,7,23.09
2,8,22.69
2,9,23.11
2,10,23.23
2,11,23.20
2,12,23.12
2,13,23.11
2,14,23.03
2,15,23.14
2,16,22.86
2,17,23.48
2,18,23.53
2,19,24.31
2,20,24.54
2,21,24.60
2,22,24.59
2,23,25.98
2,24,26.04
2,25,27.31
2,26,27.25
2,27,27.28
2,28,27.35
2,29,27.51
2,30,27.55
2,31,23.93
3,0,23.98
3,1,23.75
3,2,23.48
3,3,23.23
3,4,23.04
3,5,23.42
3,6,23.06
3,7,23.32
3,8,23.18
3,9,23.37
3,10,22.99
3,11,23.02
3,12,22.98
3,13,23.13
3,14,22.99
3,15,23.02
3,16,22.90
3,17,23.30
3,18,23.78
3,19,24.03
3,20,24.27
3,21,24.21
3,22,24.67
3,23,25.83
3,24,26.02
3,25,26.55
3,26,26.91
3,27,27.53
3,28,27.24
3,29,27.76
3,30,27.62
3,31,23.94
4,0,23.67
4,1,23.82
4,2,23.21
4,3,22.96
4,4,23.09
4,5,22.89
4,6,23.10
4,7,23.23
4,8,22.96
4,9,23.26
4,10,22.93
4,11,23.15
4,12,23.22
4,13,23.46
4,14,23.09
4,15,23.08
4,16,22.98
4,17,23.09
4,18,23.40
4,19,23.80
4,20,23.74
4,21,24.20
4,22,23.78
4,23,24.69
4,24,25.72
4,25,26.43
4,26,26.66
4,27,26.83
4,28,26.93
4,29,27.53
4,30,27.63
4,31,23.92
5,0,23.78
5,1,23.34
5,2,23.33
5,3,23.47
5,4,22.89
5,5,23.42
5,6,23.19
5,7,23.37
5,8,23.37
5,9,23.21
