Linha,Coluna,Temperatura_C
0,0,22.79
0,1,23.58
0,2,23.96
0,3,23.17
0,4,23.03
0,5,23.20
0,6,23.23
0,7,23.02
0,8,22.79
0,9,22.93
0,10,22.59
0,11,22.83
0,12,22.82
0,13,22.89
0,14,22.88
0,15,22.93
0,16,22.87
0,17,23.45
0,18,23.76
0,19,24.32
0,20,24.38
0,21,25.24
0,22,25.39
0,23,26.48
0,24,26.16
0,25,26.60
0,26,26.63
0,27,26.98
0,28,27.21
0,29,26.55
0,30,26.07
0,31,22.68
1,0,23.11
1,1,23.99
1,2,23.04
1,3,23.20
1,4,22.91
1,5,23.23
1,6,23.02
1,7,22.64
1,8,22.78
1,9,23.02
1,10,23.12
1,11,22.74
1,12,22.68
1,13,23.24
1,14,22.92
1,15,22.80
1,16,22.95
1,17,23.63
1,18,24.02
1,19,24.24
1,20,24.29
1,21,24.84
1,22,25.36
1,23,25.98
1,24,26.38
1,25,26.62
1,26,27.35
1,27,26.89
1,28,27.08
1,29,27.33
1,30,27.21
1,31,23.32
2,0,23.36
2,1,23.71
2,2,23.22
2,3,23.10
2,4,22.98
2,5,23.07
2,6,22.84
2,7,22.88
2,8,22.73
2,9,23.02
2,10,23.15
2,11,23.11
2,12,22.82
2,13,23.14
2,14,22.84
2,15,22.83
2,16,22.67
2,17,23.28
2,18,23.56
2,19,24.22
2,20,23.86
2,21,24.51
2,22,24.89
2,23,25.76
2,24,25.68
2,25,26.63
2,26,26.56
2,27,27.35
2,28,26.76
2,29,27.62
2,30,27.27
2,31,23.65
3,0,23.31
3,1,23.16
3,2,23.39
3,3,23.00
3,4,23.25
3,5,23.34
3,6,23.38
3,7,23.12
3,8,23.46
3,9,23.16
3,10,22.79
3,11,22.94
3,12,23.00
3,13,23.05
3,14,22.79
3,15,22.94
3,16,22.81
3,17,23.10
3,18,23.69
3,19,23.83
3,20,24.18
3,21,24.51
3,22,24.22
3,23,25.62
3,24,26.47
3,25,26.61
3,26,26.67
3,27,27.14
3,28,26.98
3,29,27.49
3,30,27.91
3,31,23.49
4,0,23.59
4,1,23.41
4,2,22.97
4,3,23.01
4,4,23.01
4,5,23.19
4,6,22.89
4,7,23.38
4,8,23.00
4,9,23.06
