Linha,Coluna,Temperatura_C
0,0,23.28
0,1,23.64
0,2,23.65
0,3,23.30
0,4,23.16
0,5,23.19
0,6,23.24
0,7,23.06
0,8,22.84
0,9,22.99
0,10,23.07
0,11,22.91
0,12,22.78
0,13,22.72
0,14,22.97
0,15,22.77
0,16,23.09
0,17,23.52
0,18,23.71
0,19,24.00
0,20,24.32
0,21,25.15
0,22,25.43
0,23,25.91
0,24,26.33
0,25,26.57
0,26,27.11
0,27,26.90
0,28,27.31
0,29,26.75
0,30,26.23
0,31,24.07
1,0,23.07
1,1,24.27
1,2,24.27
1,3,23.68
1,4,23.22
1,5,23.09
1,6,23.19
1,7,23.26
1,8,22.97
1,9,22.96
1,10,23.20
1,11,23.21
1,12,23.03
1,13,22.85
1,14,22.76
1,15,23.03
1,16,22.55
1,17,23.60
1,18,23.86
1,19,24.59
1,20,24.24
1,21,24.50
1,22,25.13
1,23,26.17
1,24,26.11
1,25,26.28
1,26,26.99
1,27,27.18
1,28,26.82
1,29,26.90
1,30,26.58
1,31,23.57
2,0,24.23
2,1,23.30
2,2,23.18
2,3,23.26
2,4,23.31
2,5,23.11
2,6,23.18
2,7,23.34
2,8,22.83
2,9,23.12
2,10,22.89
2,11,23.12
2,12,23.18
2,13,22.93
2,14,23.09
2,15,22.84
2,16,22.81
2,17,23.51
2,18,23.57
2,19,24.21
2,20,24.34
2,21,24.59
2,22,24.60
2,23,25.31
2,24,26.02
2,25,26.65
2,26,26.73
2,27,27.01
2,28,27.07
2,29,26.93
2,30,27.55
2,31,24.13
3,0,23.78
3,1,23.47
3,2,23.52
3,3,23.18
3,4,23.28
3,5,23.26
3,6,23.17
3,7,23.22
3,8,23.07
3,9,23.04
3,10,22.90
3,11,22.74
3,12,22.91
3,13,23.30
3,14,23.04
3,15,23.08
3,16,22.84
3,17,22.90
3,18,23.83
3,19,24.54
3,20,24.07
3,21,24.23
3,22,24.31
3,23,25.71
3,24,25.46
3,25,26.36
3,26,26.25
3,27,26.98
3,28,26.80
3,29,27.22
3,30,27.06
3,31,23.77
4,0,23.89
4,1,23.56
4,2,23.13
4,3,23.06
4,4,23.21
4,5,23.01
4,6,23.37
4,7,23.13
4,8,23.24
4,9,22.97
4,10,22.99
4,11,23.11
4,12,23.20
4,13,23.22
4,14,22.87
4,15,22.73
4,16,22.97
4,17,23.05
4,18,23.47
4,19,24.07
4,20,24.02
4,21,24.00
4,22,23.82
4,23,24.82
4,24,25.49
4,25,26.13
4,26,26.09
4,27,26.46
4,28,27.02
4,29,27.03
4,30,27.13
4,31,23.95
5,0,23.13
5,1,23.58
5,2,23.56
5,3,23.18
5,4,23.00
5,5,23.05
5,6,23.32
5,7,23.42
5,8,23.20
5,9,22.95
5,10,23.21
5,11,23.30
5,12,23.10
5,13,23.15
5,14,22.98
5,15,23.16
5,16,23.07
5,17,23.06
5,18,23.33
5,19,23.75
5,20,23.75
5,21,23.97
5,22,24.08
5,23,24.64
5,24,24.95
5,25,26.04
5,26,26.28
5,27,27.06
5,28,26.48
5,29,27.00
5,30,27.42
5,31,23.18
6,0,23.68
6,1,23.82
6,2,23.38
6,3,22.83
6,4,23.42
6,5,23.06
6,6,23.12
6,7,23.52
6,8,23.68
6,9,23.22
6,10,23.21
6,11,23.15
6,12,23.24
6,13,23.26
6,14,23.15
6,15,22.95
6,16,22.97
6,17,23.16
6,18,23.10
6,19,23.45
6,20,23.39
6,21,23.33
6,22,23.57
6,23,24.09
6,24,24.80
6,25,25.71
6,26,25.90
6,27,26.49
6,28,26.47
6,29,27.05
6,30,27.07
6,31,24.00
7,0,23.17
7,1,23.24
7,2,23.54
7,3,23.17
7,4,23.23
7,5,22.94
7,6,23.64
7,7,23.69
7,8,23.40
7,9,22.89
7,10,23.15
7,11,23.26
7,12,23.15
7,13,23.24
7,14,23.03
7,15,23.16
7,16,22.79
7,17,22.88
7,18,23.02
7,19,23.64
7,20,23.29
7,21,23.46
7,22,23.61
7,23,23.58
7,24,24.26
7,25,26.09
7,26,25.83
7,27,26.66
7,28,26.55
7,29,26.47
7,30,26.79
7,31,23.03
8,0,23.76
8,1,23.31
8,2,22.89
8,3,22.87
8,4,23.32
8,5,22.99
8,6,23.10
8,7,23.22
8,8,23.12
8,9,23.20
8,10,22.88
8,11,23.06
8,12,22.98
8,13,23.17
8,14,23.20
8,15,23.03
8,16,23.14
8,17,22.99
8,18,22.87
8,19,22.95
8,20,23.20
8,21,23.30
8,22,23.49
8,23,23.53
8,24,23.74
8,25,25.55
8,26,25.85
8,27,26.37
8,28,26.67
8,29,26.63
8,30,26.81
8,31,24.04
9,0,23.69
9,1,23.39
9,2,23.32
9,3,23.34
9,4,22.94
9,5,23.01
9,6,23.05
9,7,23.21
9,8,22.83
9,9,23.12
9,10,23.03
9,11,23.18
9,12,23.11
9,13,23.15
9,14,23.25
9,15,23.26
9,16,22.91
9,17,22.83
9,18,23.13
9,19,23.13
9,20,22.99
9,21,23.27
9,22,23.36
9,23,23.74
9,24,23.50
9,25,25.25
9,26,25.65
9,27,26.18
9,28,26.21
9,29,26.54
9,30,26.74
9,31,23.41
10,0,23.71
10,1,23.37
10,2,23.36
10,3,22.99
10,4,23.29
10,5,23.43
10,6,23.09
10,7,22.91
10,8,23.25
10,9,23.26
10,10,23.05
10,11,23.27
10,12,23.12
10,13,23.02
10,14,23.20
10,15,23.04
10,16,23.25
10,17,23.02
10,18,23.07
10,19,22.94
10,20,23.10
10,21,23.15
10,22,23.29
10,23,23.37
10,24,23.74
10,25,24.80
10,26,25.11
10,27,25.00
10,28,25.49
10,29,25.77
10,30,25.97
10,31,24.14
11,0,23.64
11,1,23.41
11,2,23.08
11,3,23.15
11,4,22.88
11,5,23.02
11,6,23.09
11,7,23.31
11,8,23.12
11,9,23.10
11,10,23.10
11,11,23.22
11,12,23.08
11,13,22.93
11,14,23.11
11,15,23.28
11,16,23.10
11,17,22.72
11,18,22.85
11,19,23.18
11,20,23.12
11,21,23.15
11,22,23.21
11,23,23.35
11,24,23.34
11,25,23.51
11,26,24.00
11,27,24.40
11,28,24.19
11,29,24.39
11,30,24.88
11,31,23.66
12,0,23.36
12,1,23.17
12,2,22.88
12,3,22.90
12,4,23.34
12,5,22.98
12,6,23.16
12,7,23.09
12,8,23.04
12,9,22.99
12,10,22.82
12,11,22.97
12,12,23.27
12,13,23.12
12,14,22.93
12,15,23.21
12,16,23.06
12,17,23.02
12,18,22.71
12,19,23.07
12,20,23.05
12,21,23.21
12,22,23.12
12,23,23.24
12,24,23.51
12,25,23.44
12,26,23.52
12,27,23.77
12,28,23.69
12,29,24.17
12,30,23.70
12,31,23.72
13,0,23.36
13,1,23.50
13,2,23.05
13,3,23.03
13,4,22.88
13,5,23.05
13,6,22.95
13,7,23.07
13,8,22.81
13,9,23.05
13,10,22.95
13,11,23.40
13,12,23.19
13,13,22.98
13,14,22.97
13,15,23.14
13,16,22.86
13,17,22.88
13,18,23.10
13,19,22.99
13,20,22.97
13,21,23.03
13,22,23.46
13,23,23.33
13,24,23.21
13,25,23.24
13,26,23.65
13,27,23.50
13,28,23.38
13,29,23.65
13,30,23.56
13,31,23.57
14,0,23.29
14,1,23.34
14,2,23.25
14,3,23.08
14,4,23.37
14,5,23.18
14,6,23.31
14,7,23.13
14,8,23.02
14,9,23.07
14,10,23.07
14,11,23.23
14,12,23.05
14,13,23.21
14,14,22.78
14,15,22.95
14,16,22.90
14,17,23.00
14,18,22.98
14,19,22.89
14,20,22.96
14,21,23.01
14,22,23.14
14,23,23.16
14,24,23.34
14,25,23.24
14,26,23.49
14,27,23.36
14,28,23.69
14,29,23.70
14,30,24.07
14,31,23.90
15,0,23.45
15,1,23.45
15,2,23.08
15,3,23.40
15,4,22.71
15,5,23.16
15,6,23.25
15,7,23.09
15,8,22.86
15,9,23.09
15,10,22.97
15,11,23.02
15,12,22.91
