Linha,Coluna,Temperatura_C
7,28,26.76
7,29,27.44
7,30,27.12
7,31,27.78
8,0,27.37
8,1,24.50
8,2,23.35
8,3,23.09
8,4,22.69
8,5,23.16
8,6,22.93
8,7,22.91
8,8,22.81
8,9,22.88
8,10,23.04
8,11,22.72
8,12,22.74
8,13,22.92
8,14,23.22
8,15,22.86
8,16,22.72
8,17,22.65
8,18,22.73
8,19,22.81
8,20,22.69
8,21,22.99
8,22,23.19
8,23,23.34
8,24,23.57
8,25,25.28
8,26,26.22
8,27,26.53
8,28,26.45
8,29,26.90
8,30,27.30
8,31,27.77
9,0,28.01
9,1,25.14
9,2,23.63
9,3,22.96
9,4,23.03
9,5,22.74
9,6,22.64
9,7,22.80
9,8,22.82
9,9,23.01
9,10,22.89
9,11,22.67
9,12,22.86
9,13,23.01
9,14,22.99
9,15,22.66
9,16,23.01
9,17,22.87
9,18,22.52
9,19,22.71
9,20,23.04
9,21,23.27
9,22,23.05
9,23,23.45
9,24,23.43
9,25,25.36
9,26,25.75
9,27,26.61
9,28,26.52
9,29,26.67
9,30,26.73
9,31,28.89
10,0,28.70
10,1,25.58
10,2,23.92
10,3,22.72
10,4,22.54
10,5,22.69
10,6,22.91
10,7,22.99
10,8,22.84
10,9,22.84
10,10,22.91
10,11,22.93
10,12,22.78
10,13,22.85
10,14,22.87
10,15,23.04
10,16,22.73
10,17,22.68
10,18,22.74
10,19,22.89
10,20,22.68
10,21,22.73
10,22,23.18
10,23,23.39
10,24,23.24
10,25,24.06
10,26,25.09
10,27,25.55
10,28,25.66
10,29,25.89
10,30,26.11
10,31,28.37
11,0,28.31
11,1,25.22
11,2,23.50
11,3,23.01
11,4,22.96
11,5,22.85
11,6,22.79
11,7,22.81
11,8,22.89
11,9,22.88
11,10,22.85
11,11,22.89
11,12,22.92
11,13,22.96
11,14,22.85
11,15,22.94
11,16,23.01
11,17,22.75
11,18,22.69
11,19,22.67
11,20,22.69
11,21,22.95
11,22,22.89
11,23,23.16
11,24,23.04
11,25,23.37
11,26,23.62
11,27,24.04
11,28,23.95
11,29,24.37
11,30,24.54
11,31,25.75
12,0,25.37
12,1,23.20
12,2,22.90
12,3,22.86
12,4,22.60
12,5,22.79
12,6,22.97
12,7,22.96
12,8,22.81
12,9,23.02
12,10,22.96
12,11,23.07
12,12,22.85
12,13,22.77
12,14,22.94
12,15,23.04
12,16,22.72
12,17,22.67
12,18,22.83
12,19,22.82
12,20,22.63
12,21,22.88
12,22,23.11
12,23,23.14
12,24,23.00
12,25,23.04
12,26,23.63
12,27,23.26
12,28,23.32
12,29,23.66
12,30,24.15
12,31,24.00
13,0,23.60
13,1,23.41
13,2,22.80
13,3,22.65
13,4,22.94
13,5,22.88
13,6,22.86
13,7,23.16
13,8,22.78
13,9,23.20
13,10,22.80
13,11,22.89
13,12,22.93
13,13,23.01
13,14,22.98
13,15,22.98
13,16,22.95
13,17,22.73
13,18,22.76
13,19,22.57
13,20,22.81
13,21,23.02
13,22,22.84
13,23,22.83
13,24,23.01
13,25,23.22
13,26,23.26
13,27,23.00
13,28,23.14
13,29,23.62
13,30,23.84
13,31,24.30
14,0,23.39
14,1,23.38
14,2,22.74
14,3,22.80
14,4,22.75
14,5,23.22
14,6,22.91
14,7,23.02
14,8,22.70
14,9,22.93
14,10,22.93
14,11,22.98
14,12,22.72
14,13,22.86
14,14,22.71
14,15,22.78
14,16,22.91
14,17,22.84
14,18,22.83
14,19,22.65
14,20,22.63
14,21,22.79
14,22,22.94
14,23,23.07
14,24,23.05
14,25,23.09
14,26,23.36
14,27,23.38
14,28,23.19
14,29,23.35
14,30,23.59
14,31,23.73
15,0,23.25
15,1,23.52
15,2,22.97
15,3,22.90
15,4,22.91
15,5,23.00
15,6,23.17
15,7,22.79
15,8,22.93
15,9,23.07
15,10,23.01
15,11,22.87
15,12,23.02
15,13,23.02
15,14,22.69
15,15,22.93
15,16,22.99
15,17,22.66
15,18,22.81
15,19,22.69
15,20,22.58
15,21,22.89
15,22,22.75
15,23,22.74
15,24,22.84
15,25,23.50
15,26,23.28
15,27,23.12
15,28,23.20
15,29,23.52
15,30,23.66
15,31,24.53
16,0,23.25
16,1,23.27
16,2,22.99
16,3,23.10
16,4,22.65
16,5,22.76
16,6,22.94
16,7,23.16
16,8,22.71
16,9,23.02
16,10,23.00
16,11,23.05
16,12,22.84
16,13,22.82
16,14,23.02
16,15,23.00
16,16,22.88
16,17,22.81
16,18,22.99
16,19,22.98
16,20,22.72
16,21,22.59
16,22,22.56
16,23,22.81
16,24,22.93
16,25,22.67
16,26,23.10
16,27,23.46
16,28,23.28
16,29,23.22
16,30,23.75
16,31,23.55
17,0,23.63
17,1,23.34
17,2,23.25
17,3,23.03
17,4,22.96
17,5,23.04
17,6,22.81
17,7,22.84
17,8,22.93
17,9,22.78
17,10,22.60
17,11,22.82
17,12,23.02
17,13,23.04
17,14,22.96
17,15,22.81
17,16,22.93
17,17,23.06
17,18,22.92
17,19,22.92
17,20,22.71
17,21,22.74
17,22,22.94
17,23,22.61
17,24,22.87
17,25,22.97
17,26,23.08
17,27,22.75
17,28,23.01
17,29,23.25
17,30,23.50
17,31,24.20
18,0,22.85
18,1,23.66
18,2,23.72
18,3,23.51
18,4,22.93
18,5,23.05
18,6,23.34
18,7,23.24
18,8,22.91
18,9,23.17
18,10,23.15
18,11,23.23
18,12,23.10
18,13,23.28
18,14,23.41
18,15,23.41
18,16,22.97
18,17,23.11
18,18,23.23
18,19,23.27
18,20,23.11
18,21,22.98
18,22,23.35
18,23,23.01
18,24,22.83
18,25,22.90
18,26,22.82
18,27,23.00
18,28,23.00
18,29,23.33
18,30,23.36
18,31,23.41
19,0,23.59
19,1,23.65
19,2,23.34
19,3,23.07
19,4,23.22
19,5,23.40
19,6,23.19
19,7,23.42
19,8,23.15
19,9,23.67
19,10,23.58
19,11,23.68
19,12,23.82
19,13,23.99
19,14,23.87
19,15,23.69
19,16,23.67
19,17,23.49
19,18,23.24
19,19,22.87
19,20,23.05
19,21,23.11
19,22,23.20
19,23,23.09
19,24,22.58
19,25,23.29
19,26,22.86
19,27,22.31
19,28,22.78
19,29,23.09
19,30,23.45
19,31,24.35
20,0,22.99
20,1,23.44
20,2,24.04
20,3,23.64
20,4,23.26
20,5,23.77
20,6,23.75
20,7,24.18
20,8,23.86
20,9,24.41
20,10,24.49
20,11,24.77
20,12,24.47
20,13,24.37
20,14,24.39
20,15,24.07
20,16,24.02
20,17,24.15
20,18,24.02
20,19,23.42
20,20,23.02
20,21,23.20
20,22,23.42
20,23,23.20
20,24,22.86
20,25,23.20
20,26,23.36
20,27,22.90
20,28,22.79
20,29,23.26
20,30,23.37
20,31,23.50
21,0,24.13
21,1,23.74
21,2,23.50
21,3,23.46
21,4,23.88
21,5,24.19
21,6,24.03
21,7,24.44
21,8,24.71
21,9,24.69
21,10,24.47
21,11,24.34
21,12,24.69
21,13,24.42
21,14,24.02
21,15,23.74
21,16,23.92
21,17,24.30
21,18,24.00
21,19,23.35
21,20,23.17
21,21,23.28
21,22,23.28
21,23,23.54
21,24,23.21
21,25,23.47
21,26,22.84
21,27,22.64
21,28,22.88
21,29,23.18
21,30,23.18
21,31,25.29
22,0,23.51
22,1,23.93
22,2,23.74
22,3,24.45
22,4,24.17
22,5,24.99
22,6,24.89
22,7,24.93
22,8,24.59
22,9,24.76
22,10,24.37
22,11,24.16
22,12,23.69
22,13,23.85
22,14,23.71
22,15,23.63
22,16,23.21
22,17,24.01
22,18,24.03
22,19,23.86
22,20,23.58
22,21,23.43
22,22,23.59
22,23,23.44
22,24,22.92
22,25,23.05
22,26,23.64
22,27,23.26
22,28,22.60
22,29,22.96
22,30,23.56
22,31,23.49
23,0,24.47
23,1,24.33
23,2,24.71
23,3,24.64
23,4,24.70
23,5,25.19
23,6,24.75
23,7,24.81
23,8,24.36
23,9,24.38
23,10,24.17
23,11,23.86
23,12,23.68
23,13,23.65
23,14,23.56
23,15,23.25
23,16,23.36
23,17,23.57
23,18,23.95
23,19,23.61
23,20,23.57
23,21,23.55
23,22,23.31
23,23,22.94
23,24,23.18
23,25,23.53
23,26,23.09
23,27,22.64
23,28,23.28
23,29,23.64
23,30,23.56
23,31,34.63
